Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
seq_adult_overtvictim,scoring_form,SEQ Scoring,calc,SEQ Overt Victimization Score (Mean),([between_appointmen_arm_1][seq_adult_2]+[between_appointmen_arm_1][seq_adult_4]+[between_appointmen_arm_1][seq_adult_7]+[between_appointmen_arm_1][seq_adult_10]+[between_appointmen_arm_1][seq_adult_14])/5,,,,,,,,,,,,
seq_adult_relationalvict,scoring_form,,calc,SEQ Relational Victimization Score (Mean),([between_appointmen_arm_1][seq_adult_3]+[between_appointmen_arm_1][seq_adult_6]+[between_appointmen_arm_1][seq_adult_9]+[between_appointmen_arm_1][seq_adult_11]+[between_appointmen_arm_1][seq_adult_13])/5,,,,,,,,,,,,
seq_adult_prosocialacts,scoring_form,,calc,SEQ Prosocial Acts Score (Mean),([between_appointmen_arm_1][seq_adult_1]+[between_appointmen_arm_1][seq_adult_5]+[between_appointmen_arm_1][seq_adult_8]+[between_appointmen_arm_1][seq_adult_12]+[between_appointmen_arm_1][seq_adult_15])/5,,,,,,,,,,,,
seq_adult_overtvictim_sum,scoring_form,,calc,"SEQ: Overt Victimization Sum -2, 4, 7, 10, 14",([between_appointmen_arm_1][seq_adult_2]+[between_appointmen_arm_1][seq_adult_4]+[between_appointmen_arm_1][seq_adult_7]+[between_appointmen_arm_1][seq_adult_10]+[between_appointmen_arm_1][seq_adult_14]),,,,,,,,,,,,
seq_adult_relationalvict_sum,scoring_form,,calc,"SEQ: Relational Victimization Sum - 3, 6, 9, 11, 13",([between_appointmen_arm_1][seq_adult_3]+[between_appointmen_arm_1][seq_adult_6]+[between_appointmen_arm_1][seq_adult_9]+[between_appointmen_arm_1][seq_adult_11]+[between_appointmen_arm_1][seq_adult_13]),,,,,,,,,,,,
seq_adult_prosocialacts_sum,scoring_form,,calc,"SEQ: Prosocial Acts Sum -1, 5, 8, 12, 15",([between_appointmen_arm_1][seq_adult_1]+[between_appointmen_arm_1][seq_adult_5]+[between_appointmen_arm_1][seq_adult_8]+[between_appointmen_arm_1][seq_adult_12]+[between_appointmen_arm_1][seq_adult_15]),,,,,,,,,,,,
quic_adultrs_1,scoring_form,QUIC - Reverse Scoring,calc,Reverse Question 1,"if([between_appointmen_arm_1][quic_adult_1]=""1"", 0, if([between_appointmen_arm_1][quic_adult_1]=""0"",1, ""999""))",,,,,,,,,,,,
quic_adultrs_3,scoring_form,,calc,Reverse Question 3,"if([between_appointmen_arm_1][quic_adult_3]=""1"", 0, if([between_appointmen_arm_1][quic_adult_3]=""0"",1, ""999""))",,,,,,,,,,,,
quic_adultrs_4,scoring_form,,calc,Reverse Question 4,"if([between_appointmen_arm_1][quic_adult_4]=""1"",0, if([between_appointmen_arm_1][quic_adult_4]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_5,scoring_form,,calc,Reverse Question 5,"if([between_appointmen_arm_1][quic_adult_5]=""1"",0, if([between_appointmen_arm_1][quic_adult_5]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_6,scoring_form,,calc,Reverse Question 6,"if([between_appointmen_arm_1][quic_adult_6]=""1"",0, if([between_appointmen_arm_1][quic_adult_6]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_7,scoring_form,,calc,Reverse Question 7,"if([between_appointmen_arm_1][quic_adult_7]=""1"",0, if([between_appointmen_arm_1][quic_adult_7]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_8,scoring_form,,calc,Reverse Question 8,"if([between_appointmen_arm_1][quic_adult_8]=""1"",0, if([between_appointmen_arm_1][quic_adult_8]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_9,scoring_form,,calc,Reverse Question 9,"if([between_appointmen_arm_1][quic_adult_9]=""1"",0, if([between_appointmen_arm_1][quic_adult_9]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_10,scoring_form,,calc,Reverse Question 10,"if([between_appointmen_arm_1][quic_adult_10]=""1"",0, if([between_appointmen_arm_1][quic_adult_10]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_14,scoring_form,,calc,Reverse Question 14,"if([between_appointmen_arm_1][quic_adult_14]=""1"",0, if([between_appointmen_arm_1][quic_adult_14]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_15,scoring_form,,calc,Reverse Question 15,"if([between_appointmen_arm_1][quic_adult_15]=""1"",0, if([between_appointmen_arm_1][quic_adult_15]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_17,scoring_form,,calc,Reverse Question 17,"if([between_appointmen_arm_1][quic_adult_17]=""1"",0, if([between_appointmen_arm_1][quic_adult_17]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_28,scoring_form,,calc,Reverse Question 28,"if([between_appointmen_arm_1][quic_adult_28]=""1"",0, if([between_appointmen_arm_1][quic_adult_28]=""0"",1,""999""))",,,,,,,,,,,,
quic_adultrs_36,scoring_form,,calc,Reverse Question 36,"if([between_appointmen_arm_1][quic_adult_36]=""1"",0, if([between_appointmen_arm_1][quic_adult_36]=""0"",1,""999""))",,,,,,,,,,,,
quic_adult_scoring_parent_involve,scoring_form,QUIC-Scoring ,calc,Parental monitoring and involvement (Sum),"if([scoring_arm_1][quic_adultrs_1]<>""999"" and [scoring_arm_1][quic_adultrs_3]<>""999"" and [scoring_arm_1][quic_adultrs_4]<>""999"" and [scoring_arm_1][quic_adultrs_5]<>""999"" and [scoring_arm_1][quic_adultrs_6]<>""999"" and [scoring_arm_1][quic_adultrs_7]<>""999"" and [scoring_arm_1][quic_adultrs_9]<>""999"" and [scoring_arm_1][quic_adultrs_10]<>""999"" and [scoring_arm_1][quic_adultrs_14]<>""999"", ([scoring_arm_1][quic_adultrs_1]+[scoring_arm_1][quic_adultrs_3]+[scoring_arm_1][quic_adultrs_4]+[scoring_arm_1][quic_adultrs_5]+[scoring_arm_1][quic_adultrs_6]+[scoring_arm_1][quic_adultrs_7]+[scoring_arm_1][quic_adultrs_9]+[scoring_arm_1][quic_adultrs_10]+[scoring_arm_1][quic_adultrs_14]), """")",,,,,,,,,,,,
quic_adult_scoring_parent_predictability,scoring_form,,calc,Parental predictability (Sum),"if([between_appointmen_arm_1][quic_adult_2]<>""999"" and [scoring_arm_1][quic_adultrs_8]<>""999"" and [between_appointmen_arm_1][quic_adult_11]<>""999"" and [between_appointmen_arm_1][quic_adult_12]<>""999"" and [scoring_arm_1][quic_adultrs_15]<>""999"" and [between_appointmen_arm_1][quic_adult_16]<>""999"" and [scoring_arm_1][quic_adultrs_17]<>""999"" and [between_appointmen_arm_1][quic_adult_31]<>""999"" and [between_appointmen_arm_1][quic_adult_32]<>""999"" and [between_appointmen_arm_1][quic_adult_33]<>""999"" and [between_appointmen_arm_1][quic_adult_34]<>""999"" and [between_appointmen_arm_1][quic_adult_35]<>""999"", ([between_appointmen_arm_1][quic_adult_2]+[scoring_arm_1][quic_adultrs_8]+[between_appointmen_arm_1][quic_adult_11]+[between_appointmen_arm_1][quic_adult_12]+[scoring_arm_1][quic_adultrs_15]+[between_appointmen_arm_1][quic_adult_16]+[scoring_arm_1][quic_adultrs_17]+[between_appointmen_arm_1][quic_adult_31]+[between_appointmen_arm_1][quic_adult_32]+[between_appointmen_arm_1][quic_adult_33]+[between_appointmen_arm_1][quic_adult_34]+[between_appointmen_arm_1][quic_adult_35]), """")",,,,,,,,,,,,
quic_adult_scoring_parent_enviornment,scoring_form,,calc,Parental environment (Sum),"if([between_appointmen_arm_1][quic_adult_18]<>""999"" and [between_appointmen_arm_1][quic_adult_19]<>""999"" and [between_appointmen_arm_1][quic_adult_21]<>""999"" and [between_appointmen_arm_1][quic_adult_22]<>""999"" and [scoring_arm_1][quic_adultrs_28]<>""999"" and [between_appointmen_arm_1][quic_adult_29]<>""999"" and [between_appointmen_arm_1][quic_adult_30]<>""999"",([between_appointmen_arm_1][quic_adult_18]+[between_appointmen_arm_1][quic_adult_19]+[between_appointmen_arm_1][quic_adult_21]+[between_appointmen_arm_1][quic_adult_22]+[scoring_arm_1][quic_adultrs_28]+[between_appointmen_arm_1][quic_adult_29]+[between_appointmen_arm_1][quic_adult_30]), """")",,,,,,,,,,,,
quic_adult_scoring_parent_physicalenviro,scoring_form,,calc,Physical environment (Sum) ,"if([between_appointmen_arm_1][quic_adult_13]<>""999"" and [between_appointmen_arm_1][quic_adult_20]<>""999"" and [between_appointmen_arm_1][quic_adult_26]<>""999"" and [between_appointmen_arm_1][quic_adult_27]<>""999"" and [scoring_arm_1][quic_adultrs_36]<>""999"" and [between_appointmen_arm_1][quic_adult_37]<>""999"" and [between_appointmen_arm_1][quic_adult_38]<>""999"", ([between_appointmen_arm_1][quic_adult_13]+[between_appointmen_arm_1][quic_adult_20]+[between_appointmen_arm_1][quic_adult_26]+[between_appointmen_arm_1][quic_adult_27]+[scoring_arm_1][quic_adultrs_36]+[between_appointmen_arm_1][quic_adult_37]+[between_appointmen_arm_1][quic_adult_38]), """")",,,,,,,,,,,,
quic_adult_scoring_parent_safety,scoring_form,,calc,Safety and security (Sum),"if([between_appointmen_arm_1][quic_adult_23]<>""999"" and [between_appointmen_arm_1][quic_adult_24]<>""999"" and [between_appointmen_arm_1][quic_adult_25]<>""999"",([between_appointmen_arm_1][quic_adult_23]+[between_appointmen_arm_1][quic_adult_24]+[between_appointmen_arm_1][quic_adult_25]), """")",,,,,,,,,,,,
quic_adult_scoring_total,scoring_form,,calc,Overall - Sum of all subscales.,[quic_adult_scoring_parent_involve]+[quic_adult_scoring_parent_predictability]+[quic_adult_scoring_parent_enviornment]+[quic_adult_scoring_parent_physicalenviro]+[quic_adult_scoring_parent_safety],,,,,,,,,,,,
score_susd_fu_q1,scoring_form,SUSD - FOLLOW UP,calc,score_susd_fu_q1,[followup_arm_1][susd_followup_1],,,,,,,,,,,,
score_susd_fu_q2,scoring_form,,calc,score_susd_fu_q2,[followup_arm_1][susd_followup_2],,,,,,,,,,,,
score_susd_fu_q3,scoring_form,,calc,score_susd_fu_q3,[followup_arm_1][susd_followup_3],,,,,,,,,,,,
score_susd_fu_q4,scoring_form,,calc,score_susd_fu_q4,[followup_arm_1][susd_followup_4],,,,,,,,,,,,
score_susd_fu_q5,scoring_form,,calc,score_susd_fu_q5,[followup_arm_1][susd_followup_5],,,,,,,,,,,,
score_susd_fu_q6,scoring_form,,calc,score_susd_fu_q6,[followup_arm_1][susd_followup_6],,,,,,,,,,,,
score_susd_fu_q7,scoring_form,,calc,score_susd_fu_q7,[followup_arm_1][susd_followup_7],,,,,,,,,,,,
score_susd_fu_q8,scoring_form,,calc,score_susd_fu_q8,[followup_arm_1][susd_followup_8],,,,,,,,,,,,
score_susd_fu_q9,scoring_form,,calc,score_susd_fu_q9,[followup_arm_1][susd_followup_9],,,,,,,,,,,,
score_susd_fu_q10,scoring_form,,calc,score_susd_fu_q10,[followup_arm_1][susd_followup_10],,,,,,,,,,,,
score_susd_fu_q11,scoring_form,,calc,score_susd_fu_q11,[followup_arm_1][susd_followup_11],,,,,,,,,,,,
score_susd_fu_q12,scoring_form,,calc,score_susd_fu_q12,[followup_arm_1][susd_followup_12],,,,,,,,,,,,
score_susd_fu_q13,scoring_form,,calc,score_susd_fu_q13,[followup_arm_1][susd_followup_13],,,,,,,,,,,,
score_susd_fu_q14,scoring_form,,calc,score_susd_fu_q14,[followup_arm_1][susd_followup_14],,,,,,,,,,,,
score_susd_fu_mania,scoring_form,,calc,SUSD Mania Scale,"sum([score_susd_fu_q1],[score_susd_fu_q3],[score_susd_fu_q4],[score_susd_fu_q6],[score_susd_fu_q7],[score_susd_fu_q8],[score_susd_fu_q13])",,,,,,,,,,,,
score_susd_fu_depress,scoring_form,,calc,SUSD Depression Scale,"sum([score_susd_fu_q2],[score_susd_fu_q5],[score_susd_fu_q9],[score_susd_fu_q10],[score_susd_fu_q11],[score_susd_fu_q12],[score_susd_fu_q14])",,,,,,,,,,,,
score_audit_fu_total,scoring_form,Follow Up: Scoring <p> AUDIT,calc,AUDIT (Sum),"if([followup_arm_1][audit_followup_q1]<>""999"" and [followup_arm_1][audit_followup_q2]<>""999"" and [followup_arm_1][audit_followup_q3]<>""999"" and [followup_arm_1][audit_followup_q4]<>""999"" and [followup_arm_1][audit_followup_q5]<>""999"" and [followup_arm_1][audit_followup_q6]<>""999"" and [followup_arm_1][audit_followup_q7]<>""999"" and [followup_arm_1][audit_followup_q8]<>""999"" and [followup_arm_1][audit_followup_q9]<>""999"" and [followup_arm_1][audit_followup_q10]<>""999"", ([followup_arm_1][audit_followup_q1]+[followup_arm_1][audit_followup_q2]+[followup_arm_1][audit_followup_q3]+[followup_arm_1][audit_followup_q4]+[followup_arm_1][audit_followup_q5]+[followup_arm_1][audit_followup_q6]+[followup_arm_1][audit_followup_q7]+[followup_arm_1][audit_followup_q8]+[followup_arm_1][audit_followup_q9]+[followup_arm_1][audit_followup_q10]), ""999"")",,,,,,,,,,,,
score_dudit_fu_total,scoring_form,DUDIT,calc,DUDIT (Sum),"if([followup_arm_1][dudit_followup_q1]<>""999"" and [followup_arm_1][dudit_followup_q2]<>""999"" and [followup_arm_1][dudit_followup_q3]<>""999"" and [followup_arm_1][dudit_followup_q4]<>""999"" and [followup_arm_1][dudit_followup_q5]<>""999"" and [followup_arm_1][dudit_followup_q6]<>""999"" and [followup_arm_1][dudit_followup_q7]<>""999"" and [followup_arm_1][dudit_followup_q8]<>""999"" and [followup_arm_1][dudit_followup_q9]<>""999"" and [followup_arm_1][dudit_followup_q10]<>""999"" and [followup_arm_1][dudit_followup_q11]<>""999"" , ([followup_arm_1][dudit_followup_q1]+[followup_arm_1][dudit_followup_q2]+[followup_arm_1][dudit_followup_q3]+[followup_arm_1][dudit_followup_q4]+[followup_arm_1][dudit_followup_q5]+[followup_arm_1][dudit_followup_q6]+[followup_arm_1][dudit_followup_q7]+[followup_arm_1][dudit_followup_q8]+[followup_arm_1][dudit_followup_q9]+[followup_arm_1][dudit_followup_q10]+[followup_arm_1][dudit_followup_q11]), ""999"")",,,,,,,,,,,,
score_dmq_fu_total,scoring_form,DMQ,calc,DMQ - Total Score (sum),"if([followup_arm_1][dmqr_followup_q1]<>""999"" and [followup_arm_1][dmqr_followup_q2]<>""999"" and [followup_arm_1][dmqr_followup_q3]<>""999"" and [followup_arm_1][dmqr_followup_q4]<>""999"" and [followup_arm_1][dmqr_followup_q5]<>""999"" and [followup_arm_1][dmqr_followup_q6]<>""999"" and [followup_arm_1][dmqr_followup_q7]<>""999"" and [followup_arm_1][dmqr_followup_q8]<>""999"" and [followup_arm_1][dmqr_followup_q9]<>""999"" and [followup_arm_1][dmqr_followup_q10]<>""999"" and [followup_arm_1][dmqr_followup_q11]<>""999"" and [followup_arm_1][dmqr_followup_q12]<>""999"" and [followup_arm_1][dmqr_followup_q13]<>""999"" and [followup_arm_1][dmqr_followup_q14]<>""999"" and [followup_arm_1][dmqr_followup_q15]<>""999"" and [followup_arm_1][dmqr_followup_q16]<>""999"" and [followup_arm_1][dmqr_followup_q17]<>""999"" and [followup_arm_1][dmqr_followup_q18]<>""999"" and [followup_arm_1][dmqr_followup_q19]<>""999"" and [followup_arm_1][dmqr_followup_q20]<>""999"", ([followup_arm_1][dmqr_followup_q1]+[followup_arm_1][dmqr_followup_q2]+[followup_arm_1][dmqr_followup_q3]+[followup_arm_1][dmqr_followup_q4]+[followup_arm_1][dmqr_followup_q5]+[followup_arm_1][dmqr_followup_q6]+[followup_arm_1][dmqr_followup_q7]+[followup_arm_1][dmqr_followup_q8]+[followup_arm_1][dmqr_followup_q9]+[followup_arm_1][dmqr_followup_q10]+[followup_arm_1][dmqr_followup_q11]+[followup_arm_1][dmqr_followup_q12]+[followup_arm_1][dmqr_followup_q13]+[followup_arm_1][dmqr_followup_q14]+[followup_arm_1][dmqr_followup_q15]+[followup_arm_1][dmqr_followup_q16]+[followup_arm_1][dmqr_followup_q17]+[followup_arm_1][dmqr_followup_q18]+[followup_arm_1][dmqr_followup_q19]+[followup_arm_1][dmqr_followup_q20]), ""999"")",,,,,,,,,,,,
score_dmq_fu_soc,scoring_form,,calc,DMQ - Social Motives Score (sum),"if([followup_arm_1][dmqr_followup_q3]<>""999"" and [followup_arm_1][dmqr_followup_q5]<>""999"" and [followup_arm_1][dmqr_followup_q11]<>""999"" and [followup_arm_1][dmqr_followup_q14]<>""999"" and [followup_arm_1][dmqr_followup_q16]<>""999"", ([followup_arm_1][dmqr_followup_q3]+[followup_arm_1][dmqr_followup_q5]+[followup_arm_1][dmqr_followup_q11]+[followup_arm_1][dmqr_followup_q14]+[followup_arm_1][dmqr_followup_q16]), ""999"")",Scores on scale from 5 to 25,,,,,,,,,,,
score_dmq_fu_cop,scoring_form,,calc,DMQ - Coping Motives Score (sum),"if([followup_arm_1][dmqr_followup_q1]<>""999"" and [followup_arm_1][dmqr_followup_q4]<>""999"" and [followup_arm_1][dmqr_followup_q6]<>""999"" and [followup_arm_1][dmqr_followup_q15]<>""999"" and [followup_arm_1][dmqr_followup_q17]<>""999"", ([followup_arm_1][dmqr_followup_q1]+[followup_arm_1][dmqr_followup_q4]+[followup_arm_1][dmqr_followup_q6]+[followup_arm_1][dmqr_followup_q15]+[followup_arm_1][dmqr_followup_q17]), ""999"")",Scores on scale from 5 to 25,,,,,,,,,,,
score_dmq_fu_enh,scoring_form,,calc,DMQ - Enhancement Motives Score (sum),"if([followup_arm_1][dmqr_followup_q7]<>""999"" and [followup_arm_1][dmqr_followup_q9]<>""999"" and [followup_arm_1][dmqr_followup_q10]<>""999"" and [followup_arm_1][dmqr_followup_q13]<>""999"" and [followup_arm_1][dmqr_followup_q18]<>""999"", ([followup_arm_1][dmqr_followup_q7]+[followup_arm_1][dmqr_followup_q9]+[followup_arm_1][dmqr_followup_q10]+[followup_arm_1][dmqr_followup_q13]+[followup_arm_1][dmqr_followup_q18]), ""999"")",Scores on scale from 5 to 25,,,,,,,,,,,
score_dmq_fu_con,scoring_form,,calc,DMQ - Social Pressure and confirmity Motives Score (sum),"if([followup_arm_1][dmqr_followup_q2]<>""999"" and [followup_arm_1][dmqr_followup_q8]<>""999"" and [followup_arm_1][dmqr_followup_q12]<>""999"" and [followup_arm_1][dmqr_followup_q19]<>""999"" and [followup_arm_1][dmqr_followup_q20]<>""999"", ([followup_arm_1][dmqr_followup_q2]+[followup_arm_1][dmqr_followup_q8]+[followup_arm_1][dmqr_followup_q12]+[followup_arm_1][dmqr_followup_q19]+[followup_arm_1][dmqr_followup_q20]), ""999"")",Scores on scale from 5 to 25,,,,,,,,,,,
score_mmq_fu_total,scoring_form,MMQ,calc,MMQ - Total Score (sum),"if([followup_arm_1][mmq_followup_q1]<>""999"" and [followup_arm_1][mmq_followup_q2]<>""999"" and [followup_arm_1][mmq_followup_q3]<>""999"" and [followup_arm_1][mmq_followup_q4]<>""999"" and [followup_arm_1][mmq_followup_q5]<>""999"" and [followup_arm_1][mmq_followup_q6]<>""999"" and [followup_arm_1][mmq_followup_q7]<>""999"" and [followup_arm_1][mmq_followup_q8]<>""999"" and [followup_arm_1][mmq_followup_q9]<>""999"" and [followup_arm_1][mmq_followup_q10]<>""999"" and [followup_arm_1][mmq_followup_q11]<>""999"" and [followup_arm_1][mmq_followup_q12]<>""999"" and [followup_arm_1][mmq_followup_q13]<>""999"" and [followup_arm_1][mmq_followup_q14]<>""999"" and [followup_arm_1][mmq_followup_q15]<>""999"" and [followup_arm_1][mmq_followup_q16]<>""999"" and [followup_arm_1][mmq_followup_q17]<>""999"" and [followup_arm_1][mmq_followup_q18]<>""999"" and [followup_arm_1][mmq_followup_q19]<>""999"" and [followup_arm_1][mmq_followup_q20]<>""999"" and [followup_arm_1][mmq_followup_q21]<>""999"" and [followup_arm_1][mmq_followup_q22]<>""999"" and [followup_arm_1][mmq_followup_q23]<>""999"" and [followup_arm_1][mmq_followup_q24]<>""999"" and [followup_arm_1][mmq_followup_q25]<>""999"", ([followup_arm_1][mmq_followup_q1]+[followup_arm_1][mmq_followup_q2]+[followup_arm_1][mmq_followup_q3]+[followup_arm_1][mmq_followup_q4]+[followup_arm_1][mmq_followup_q5]+[followup_arm_1][mmq_followup_q6]+[followup_arm_1][mmq_followup_q7]+[followup_arm_1][mmq_followup_q8]+[followup_arm_1][mmq_followup_q9]+[followup_arm_1][mmq_followup_q10]+[followup_arm_1][mmq_followup_q11]+[followup_arm_1][mmq_followup_q12]+[followup_arm_1][mmq_followup_q13]+[followup_arm_1][mmq_followup_q14]+[followup_arm_1][mmq_followup_q15]+[followup_arm_1][mmq_followup_q16]+[followup_arm_1][mmq_followup_q17]+[followup_arm_1][mmq_followup_q18]+[followup_arm_1][mmq_followup_q19]+[followup_arm_1][mmq_followup_q20]+[followup_arm_1][mmq_followup_q21]+[followup_arm_1][mmq_followup_q22]+[followup_arm_1][mmq_followup_q23]+[followup_arm_1][mmq_followup_q24]+[followup_arm_1][mmq_followup_q25]), ""999"")",,,,,,,,,,,,
score_mmq_fu_soc,scoring_form,,calc,MMQ - Social Motives Score (sum),"if([followup_arm_1][mmq_followup_q3]<>""999"" and [followup_arm_1][mmq_followup_q5]<>""999"" and [followup_arm_1][mmq_followup_q11]<>""999"" and [followup_arm_1][mmq_followup_q14]<>""999"" and [followup_arm_1][mmq_followup_q15]<>""999"", ([followup_arm_1][mmq_followup_q3]+[followup_arm_1][mmq_followup_q5]+[followup_arm_1][mmq_followup_q11]+[followup_arm_1][mmq_followup_q14]+[followup_arm_1][mmq_followup_q15]), ""999"")",,,,,,,,,,,,
score_mmq_fu_cop,scoring_form,,calc,MMQ - Coping Motives Score (sum),"if([followup_arm_1][mmq_followup_q1]<>""999"" and [followup_arm_1][mmq_followup_q4]<>""999"" and [followup_arm_1][mmq_followup_q6]<>""999"" and [followup_arm_1][mmq_followup_q17]<>""999"", ([followup_arm_1][mmq_followup_q1]+[followup_arm_1][mmq_followup_q4]+[followup_arm_1][mmq_followup_q6]+[followup_arm_1][mmq_followup_q17]), ""999"")",,,,,,,,,,,,
score_mmq_fu_enh,scoring_form,,calc,MMQ - Enhancement Motives Score (sum),"if([followup_arm_1][mmq_followup_q7]<>""999"" and [followup_arm_1][mmq_followup_q9]<>""999"" and [followup_arm_1][mmq_followup_q10]<>""999"" and [followup_arm_1][mmq_followup_q13]<>""999"" and [followup_arm_1][mmq_followup_q18]<>""999"", ([followup_arm_1][mmq_followup_q7]+[followup_arm_1][mmq_followup_q9]+[followup_arm_1][mmq_followup_q10]+[followup_arm_1][mmq_followup_q13]+[followup_arm_1][mmq_followup_q18]), ""999"")",,,,,,,,,,,,
score_mmq_fu_con,scoring_form,,calc,MMQ - Conformity (sum),"if([followup_arm_1][mmq_followup_q2]<>""999"" and [followup_arm_1][mmq_followup_q8]<>""999"" and [followup_arm_1][mmq_followup_q12]<>""999"" and [followup_arm_1][mmq_followup_q19]<>""999"" and [followup_arm_1][mmq_followup_q20]<>""999"", ([followup_arm_1][mmq_followup_q2]+[followup_arm_1][mmq_followup_q8]+[followup_arm_1][mmq_followup_q12]+[followup_arm_1][mmq_followup_q19]+[followup_arm_1][mmq_followup_q20]), ""999"")",,,,,,,,,,,,
score_mmq_fu_exp,scoring_form,,calc,MMQ - Expansion (sum),"if([followup_arm_1][mmq_followup_q21]<>""999"" and [followup_arm_1][mmq_followup_q22]<>""999"" and [followup_arm_1][mmq_followup_q23]<>""999"" and [followup_arm_1][mmq_followup_q24]<>""999"" and [followup_arm_1][mmq_followup_q25]<>""999"", ([followup_arm_1][mmq_followup_q21]+[followup_arm_1][mmq_followup_q22]+[followup_arm_1][mmq_followup_q23]+[followup_arm_1][mmq_followup_q24]+[followup_arm_1][mmq_followup_q25]), ""999"")",,,,,,,,,,,,
score_ius_fu_total,scoring_form,IUS,calc,IUS - Total Score,"if([followup_arm_1][ius_followup_q1]<>""999"" and [followup_arm_1][ius_followup_q2]<>""999"" and [followup_arm_1][ius_followup_q3]<>""999"" and [followup_arm_1][ius_followup_q4]<>""999"" and [followup_arm_1][ius_followup_q5]<>""999"" and [followup_arm_1][ius_followup_q6]<>""999"" and [followup_arm_1][ius_followup_q7]<>""999"" and [followup_arm_1][ius_followup_q8]<>""999"" and [followup_arm_1][ius_followup_q9]<>""999"" and [followup_arm_1][ius_followup_q10]<>""999"" and [followup_arm_1][ius_followup_q11]<>""999"" and [followup_arm_1][ius_followup_q12]<>""999"", ([followup_arm_1][ius_followup_q1]+[followup_arm_1][ius_followup_q2]+[followup_arm_1][ius_followup_q3]+[followup_arm_1][ius_followup_q4]+[followup_arm_1][ius_followup_q5]+[followup_arm_1][ius_followup_q6]+[followup_arm_1][ius_followup_q7]+[followup_arm_1][ius_followup_q8]+[followup_arm_1][ius_followup_q9]+[followup_arm_1][ius_followup_q10]+[followup_arm_1][ius_followup_q11]+[followup_arm_1][ius_followup_q12]), ""999"")",,,,,,,,,,,,
score_ius_fu_pro,scoring_form,,calc,IUS - Prospective Anxiety,"if([followup_arm_1][ius_followup_q1]<>""999"" and [followup_arm_1][ius_followup_q2]<>""999"" and [followup_arm_1][ius_followup_q4]<>""999"" and [followup_arm_1][ius_followup_q5]<>""999"" and [followup_arm_1][ius_followup_q8]<>""999"" and [followup_arm_1][ius_followup_q9]<>""999"" and [followup_arm_1][ius_followup_q11]<>""999"", ([followup_arm_1][ius_followup_q1]+[followup_arm_1][ius_followup_q2]+[followup_arm_1][ius_followup_q4]+[followup_arm_1][ius_followup_q5]+[followup_arm_1][ius_followup_q8]+[followup_arm_1][ius_followup_q9]+[followup_arm_1][ius_followup_q11]), ""999"")",,,,,,,,,,,,
score_ius_fu_inh,scoring_form,,calc,IUS - Inhibitory Anxiety,"if([followup_arm_1][ius_followup_q3]<>""999"" and [followup_arm_1][ius_followup_q6]<>""999"" and [followup_arm_1][ius_followup_q7]<>""999"" and [followup_arm_1][ius_followup_q10]<>""999"" and [followup_arm_1][ius_followup_q12]<>""999"", ([followup_arm_1][ius_followup_q3]+[followup_arm_1][ius_followup_q6]+[followup_arm_1][ius_followup_q7]+[followup_arm_1][ius_followup_q10]+[followup_arm_1][ius_followup_q12]), ""999"")",,,,,,,,,,,,
score_bsmas_fu_total,scoring_form,BSMAS,calc,BSMAS Total (sum) ,"if([followup_arm_1][bsmas_followup_q1]<>""999"" and [followup_arm_1][bsmas_followup_q2]<>""999"" and [followup_arm_1][bsmas_followup_q3]<>""999"" and [followup_arm_1][bsmas_followup_q4]<>""999"" and [followup_arm_1][bsmas_followup_q5]<>""999"" and [followup_arm_1][bsmas_followup_q6]<>""999"", ([followup_arm_1][bsmas_followup_q1]+[followup_arm_1][bsmas_followup_q2]+[followup_arm_1][bsmas_followup_q3]+[followup_arm_1][bsmas_followup_q4]+[followup_arm_1][bsmas_followup_q5]+[followup_arm_1][bsmas_followup_q6]), ""999"")",scores range from 6-30,,,,,,,,,,,
score_ios_f,scoring_form_friend,ios_f,calc,score_ios_f_q1,[questionnaires_arm_2][ios_f],,,,,,,,,,,,
score_svs_f_q1,scoring_form_friend,,calc,score_svs_f_q1,[questionnaires_arm_2][svs_f_q1],,,,,,,,,,,,
score_svs_f_q2,scoring_form_friend,,calc,score_svs_f_q2,[questionnaires_arm_2][svs_f_q2],,,,,,,,,,,,
score_svs_f_q3,scoring_form_friend,,calc,score_svs_f_q3,[questionnaires_arm_2][svs_f_q3],,,,,,,,,,,,
score_svs_f_q4,scoring_form_friend,,calc,score_svs_f_q4,[questionnaires_arm_2][svs_f_q4],,,,,,,,,,,,
